Employee ID,Name,Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Promotion_Numeric,ProductivityIndex,WorkHourEfficiency,ManagerScoreRatio,PerformanceTier
561566,Tushar Date,Sales,Business Development,68,69.22,88.03,5.0,81.67,37,3.5,1,No,0,81.01599999999999,2.1492105263157897,70.0,Exceeds Expectations
782808,Amani Rau,Sales,Business Development,62,91.83,95.42,5.0,72.57,44,3.6,17,No,0,86.853,1.6126666666666665,72.0,Exceeds Expectations
589224,Krish Contractor,Finance,Accountant,95,74.07,98.27,4.3,72.7,35,3.3,17,No,0,79.01,2.0194444444444444,65.99999999999999,Meets Expectations
102836,Ojas Thaman,Marketing,Content Strategist,57,79.86,80.94,3.9,97.45,48,4.4,6,No,0,85.8995,1.9887755102040816,88.00000000000001,Exceeds Expectations
812606,Hazel Thakkar,Marketing,Content Strategist,79,60.45,97.67,3.2,74.87,51,4.1,24,No,0,71.6125,1.4398076923076923,82.0,Meets Expectations
903645,Azad Mahajan,Finance,Auditor,72,67.61,76.76,4.7,85.23,50,3.0,2,No,0,79.10799999999999,1.6711764705882353,60.0,Meets Expectations
111256,Oorja Bhatnagar,Marketing,Marketing Executive,98,73.69,99.98,3.1,74.41,37,4.4,20,Yes,1,76.13199999999999,1.958157894736842,88.00000000000001,Meets Expectations
204580,Vanya Samra,IT,Data Analyst,62,72.51,78.53,4.1,81.46,39,4.2,16,No,0,77.969,2.0364999999999998,84.00000000000001,Meets Expectations
857085,Taran Venkatesh,Marketing,Content Strategist,62,70.21,78.07,4.7,81.33,52,4.8,21,No,0,78.84949999999999,1.5345283018867923,96.0,Meets Expectations
519117,Charvi Chandra,Sales,Business Development,85,63.82,91.11,3.3,75.25,50,4.1,20,No,0,72.241,1.4754901960784315,82.0,Meets Expectations
174200,Madhup Tella,IT,Software Engineer,86,76.31,81.6,4.0,87.25,51,4.8,16,Yes,1,81.48599999999999,1.6778846153846154,96.0,Exceeds Expectations
471062,Inaaya  Viswanathan,IT,Cybersecurity Specialist,52,90.08,94.47,3.3,86.25,51,4.7,16,No,0,85.786,1.6586538461538463,94.0,Exceeds Expectations
647667,Yuvaan Bumb,Sales,Sales Executive,57,76.84,81.03,4.9,82.69,37,3.1,14,No,0,82.69,2.1760526315789472,62.0,Exceeds Expectations
151516,Lagan Bail,Sales,Sales Executive,77,74.15,89.18,3.7,93.36,40,4.6,26,No,0,83.10549999999999,2.277073170731707,92.0,Exceeds Expectations
652936,Dhanush Barman,Marketing,Marketing Executive,75,87.11,76.94,4.1,75.09,49,4.1,10,No,0,80.61099999999999,1.5018,82.0,Exceeds Expectations
161681,Damini Saraf,Sales,Sales Executive,66,92.72,92.59,3.8,88.51,38,3.7,30,No,0,88.719,2.2694871794871796,74.0,Exceeds Expectations
418503,Ranbir Choudhury,IT,Software Engineer,60,73.92,95.61,3.0,92.14,42,4.8,3,No,0,81.46249999999999,2.1427906976744184,96.0,Exceeds Expectations
649093,Abram Bhatti,Sales,Business Development,77,76.49,83.48,3.7,96.79,47,4.9,0,No,0,84.27,2.0164583333333335,98.00000000000001,Exceeds Expectations
702060,Dhanush Halder,Marketing,SEO Specialist,74,86.56,86.46,4.3,94.58,46,3.5,7,No,0,89.268,2.012340425531915,70.0,Exceeds Expectations
180828,Fateh Balakrishnan,Marketing,SEO Specialist,93,76.16,77.88,5.0,91.63,44,3.6,21,No,0,85.40849999999999,2.036222222222222,72.0,Exceeds Expectations
921137,Ivan Sami,Sales,Business Development,62,86.24,95.87,3.5,86.28,50,4.9,5,No,0,85.26249999999999,1.691764705882353,98.00000000000001,Exceeds Expectations
242190,Yuvraj  Aggarwal,HR,HR Manager,60,87.62,94.05,3.9,70.43,52,4.4,0,No,0,81.125,1.328867924528302,88.00000000000001,Exceeds Expectations
389737,Biju Dara,Marketing,SEO Specialist,75,92.3,83.12,3.0,90.29,50,4.3,5,No,0,85.3745,1.7703921568627452,86.0,Exceeds Expectations
115931,Biju Sane,Marketing,SEO Specialist,70,74.26,93.81,3.1,98.25,51,4.5,10,No,0,83.74999999999999,1.8894230769230769,90.0,Exceeds Expectations
413486,Aayush Dhillon,Finance,Financial Analyst,71,79.88,99.53,3.2,85.6,37,4.1,16,No,0,82.44749999999999,2.2526315789473683,82.0,Exceeds Expectations
327109,Arhaan Bali,Sales,Sales Executive,72,75.09,89.78,3.6,89.61,45,3.7,26,No,0,81.91199999999999,1.9480434782608695,74.0,Exceeds Expectations
883403,Abram Kant,IT,Cybersecurity Specialist,73,85.99,87.14,4.2,92.83,55,5.0,15,No,0,88.25799999999998,1.6576785714285713,100.0,Exceeds Expectations
229750,Saksham Ramesh,IT,Cybersecurity Specialist,92,75.33,90.47,3.5,81.41,46,5.0,1,Yes,1,78.92949999999999,1.732127659574468,100.0,Meets Expectations
667357,Kashvi Saran,Sales,Sales Executive,55,94.5,96.9,4.3,74.75,50,3.6,18,No,0,86.6725,1.4656862745098038,72.0,Exceeds Expectations
385226,Amani Lanka,HR,Recruitment Specialist,78,93.4,90.92,3.9,76.38,36,3.2,17,No,0,84.761,2.0643243243243243,64.0,Exceeds Expectations
686098,Suhana Balasubramanian,Finance,Auditor,89,81.93,87.85,4.7,91.96,55,3.3,6,No,0,88.13899999999998,1.6421428571428571,65.99999999999999,Exceeds Expectations
880431,Shalv Shanker,HR,HR Manager,66,62.28,77.6,4.0,85.93,36,3.2,25,No,0,75.5135,2.3224324324324326,64.0,Meets Expectations
441444,Fateh Kumar,Sales,Account Manager,69,73.79,85.5,4.3,99.82,53,3.5,16,No,0,86.4885,1.8485185185185184,70.0,Exceeds Expectations
428591,Hazel Savant,Finance,Auditor,89,82.96,96.06,4.3,99.59,36,3.8,29,No,0,91.2015,2.6916216216216218,76.0,Exceeds Expectations
374772,Reyansh Chhabra,Sales,Sales Executive,97,85.74,94.29,3.4,78.41,35,4.3,15,Yes,1,81.79599999999999,2.1780555555555554,86.0,Exceeds Expectations
697977,Hunar Barman,Sales,Sales Executive,94,78.07,93.61,3.3,99.65,49,3.6,15,No,0,86.1435,1.993,72.0,Exceeds Expectations
920844,Yasmin Brar,Finance,Auditor,66,92.06,98.77,4.1,70.44,41,3.3,8,No,0,83.99049999999998,1.677142857142857,65.99999999999999,Exceeds Expectations
722832,Shray Lala,HR,HR Manager,81,76.55,89.51,3.1,99.92,41,4.3,17,No,0,84.491,2.3790476190476193,86.0,Exceeds Expectations
269236,Lavanya Samra,IT,Data Analyst,75,70.26,87.5,3.9,93.91,44,3.5,21,No,0,82.2845,2.086888888888889,70.0,Exceeds Expectations
515459,Sara Wagle,Sales,Business Development,83,77.12,99.62,4.5,70.93,55,3.4,9,No,0,80.26050000000001,1.266607142857143,68.0,Exceeds Expectations
896142,Nishith Bobal,HR,Recruitment Specialist,91,70.97,83.18,4.1,97.2,40,4.8,6,Yes,1,83.6365,2.370731707317073,96.0,Exceeds Expectations
471920,Neelofar Mangal,HR,HR Manager,62,93.92,75.78,4.9,76.27,46,4.1,3,No,0,85.6335,1.6227659574468085,82.0,Exceeds Expectations
499740,Neelofar Raja,Finance,Auditor,56,63.84,78.42,4.3,73.56,43,3.4,11,No,0,72.753,1.6718181818181819,68.0,Meets Expectations
793880,Uthkarsh Loyal,IT,Cybersecurity Specialist,78,82.24,98.34,4.0,88.77,47,3.2,29,No,0,86.6045,1.849375,64.0,Exceeds Expectations
776746,Ivan Som,Sales,Account Manager,84,69.11,91.81,4.7,92.77,35,3.7,12,No,0,84.52949999999998,2.5769444444444445,74.0,Exceeds Expectations
425637,Parinaaz Bawa,Marketing,Content Strategist,56,74.43,92.28,3.8,73.06,39,4.9,5,No,0,76.8635,1.8265,98.00000000000001,Meets Expectations
467028,Anika Hegde,IT,Data Analyst,53,87.9,88.66,4.3,94.5,35,3.9,29,No,0,90.039,2.625,78.0,Exceeds Expectations
608043,Nishith Gour,Finance,Accountant,69,68.79,99.7,4.0,78.2,55,4.2,18,No,0,78.4015,1.3964285714285716,84.00000000000001,Meets Expectations
261701,Samarth Bansal,HR,HR Manager,82,71.39,93.33,4.0,91.69,49,4.3,12,No,0,83.0775,1.8337999999999999,86.0,Exceeds Expectations
329309,Samarth Srinivas,Marketing,Content Strategist,55,71.47,76.26,3.2,99.28,37,3.6,1,No,0,80.80149999999999,2.6126315789473686,72.0,Exceeds Expectations
967163,Parinaaz Choudhry,Marketing,SEO Specialist,50,81.88,84.99,3.6,95.7,45,4.7,27,No,0,85.70149999999998,2.0804347826086955,94.0,Exceeds Expectations
761246,Hridaan Sahota,IT,Cybersecurity Specialist,84,68.9,99.12,4.9,94.21,36,3.1,13,No,0,86.6565,2.546216216216216,62.0,Exceeds Expectations
770628,Zain Deep,Marketing,Marketing Executive,56,64.75,84.95,4.3,96.68,44,4.9,30,No,0,82.143,2.1484444444444444,98.00000000000001,Exceeds Expectations
417829,Alia Mahal,IT,Software Engineer,83,81.62,82.34,4.8,98.26,44,3.9,16,No,0,89.709,2.1835555555555555,78.0,Exceeds Expectations
994709,Nitara Deol,HR,HR Manager,71,76.1,94.55,3.4,83.66,42,3.5,20,No,0,80.2985,1.9455813953488372,70.0,Exceeds Expectations
566242,Shalv Sura,Sales,Account Manager,76,82.64,98.51,3.8,93.28,43,4.3,12,No,0,87.7485,2.12,86.0,Exceeds Expectations
255161,Saanvi Borra,Sales,Business Development,66,83.42,88.02,5.0,70.12,47,4.9,4,No,0,81.94200000000001,1.4608333333333334,98.00000000000001,Exceeds Expectations
582440,Devansh Kale,Finance,Financial Analyst,81,85.53,98.37,3.6,95.89,48,3.9,29,No,0,89.0525,1.9569387755102041,78.0,Exceeds Expectations
845674,Madhav Sabharwal,Sales,Account Manager,96,80.56,90.38,3.1,75.18,40,4.7,10,Yes,1,77.366,1.833658536585366,94.0,Meets Expectations
343759,Aayush Apte,Sales,Sales Executive,52,81.03,85.57,4.4,71.23,44,4.5,22,No,0,79.3265,1.582888888888889,90.0,Meets Expectations
670589,Alia Din,HR,HR Manager,59,72.14,86.93,3.4,99.04,44,3.6,4,No,0,83.1525,2.200888888888889,72.0,Exceeds Expectations
365916,Akarsh Bhatnagar,IT,Cybersecurity Specialist,84,67.79,86.61,4.2,70.96,45,3.8,18,No,0,74.154,1.5426086956521738,76.0,Meets Expectations
655703,Purab Sachar,Marketing,Marketing Executive,98,76.49,98.07,3.9,82.93,49,4.2,18,Yes,1,82.2075,1.6586,84.00000000000001,Exceeds Expectations
457226,Umang Hans,Finance,Financial Analyst,54,80.43,91.28,4.2,73.67,44,3.7,14,No,0,80.227,1.6371111111111112,74.0,Exceeds Expectations
984853,Faiyaz Apte,HR,HR Manager,58,72.29,81.99,3.2,98.86,53,3.2,7,No,0,81.801,1.8307407407407408,64.0,Exceeds Expectations
672554,Mehul Ramakrishnan,Sales,Account Manager,83,77.93,97.49,4.6,77.05,45,3.4,2,No,0,82.66649999999998,1.675,68.0,Exceeds Expectations
819727,Aayush Balan,Marketing,Marketing Executive,89,65.01,89.08,4.5,78.71,35,3.3,15,No,0,77.16399999999999,2.1863888888888887,65.99999999999999,Meets Expectations
271893,Shray Sunder,Sales,Account Manager,85,61.58,79.88,4.1,83.81,36,4.6,4,No,0,75.1685,2.265135135135135,92.0,Meets Expectations
876830,Shlok Hari,Marketing,SEO Specialist,68,72.15,88.47,3.8,74.19,38,4.3,17,No,0,75.8895,1.9023076923076923,86.0,Meets Expectations
169764,Inaaya  Borra,IT,Data Analyst,65,89.11,76.07,3.7,89.67,49,3.7,0,No,0,85.08349999999999,1.7934,74.0,Exceeds Expectations
932627,Darshit Boase,Finance,Financial Analyst,52,93.0,81.79,4.4,97.89,49,4.1,2,No,0,92.28,1.9578,82.0,Exceeds Expectations
122708,Dharmajan Apte,HR,Employee Relations,69,84.74,83.58,3.2,75.53,41,3.4,15,No,0,78.23149999999998,1.7983333333333333,68.0,Meets Expectations
197333,Amani Kohli,IT,Software Engineer,71,86.54,95.57,3.4,85.04,45,3.7,5,No,0,84.5885,1.848695652173913,74.0,Exceeds Expectations
331821,Hansh Joshi,Sales,Sales Executive,87,85.42,82.71,4.9,89.76,36,3.7,21,No,0,88.4195,2.425945945945946,74.0,Exceeds Expectations
589902,Indranil Sachdev,Sales,Business Development,55,78.49,79.49,3.8,72.19,37,4.3,24,No,0,76.0615,1.8997368421052632,86.0,Meets Expectations
282132,Himmat Bhatnagar,HR,Recruitment Specialist,66,92.35,95.65,4.5,85.26,46,3.1,3,No,0,90.011,1.8140425531914894,62.0,Exceeds Expectations
844914,Urvi Sodhi,Marketing,SEO Specialist,57,84.43,84.93,3.0,91.72,42,4.9,22,No,0,83.392,2.1330232558139532,98.00000000000001,Exceeds Expectations
415369,Yuvraj  Dewan,Finance,Financial Analyst,79,75.4,84.35,3.5,70.36,50,4.6,10,No,0,74.1685,1.379607843137255,92.0,Meets Expectations
453419,Purab Tripathi,Sales,Sales Executive,75,61.68,95.9,4.4,79.17,40,3.9,9,No,0,76.8825,1.9309756097560975,78.0,Meets Expectations
833667,Urvi Kohli,Finance,Accountant,77,88.55,78.72,4.5,75.87,55,3.1,27,No,0,82.85499999999999,1.3548214285714286,62.0,Exceeds Expectations
272269,Yakshit Bhardwaj,HR,Employee Relations,67,74.57,82.8,3.2,75.85,40,4.9,29,No,0,74.66699999999999,1.8499999999999999,98.00000000000001,Meets Expectations
679064,Amira Shah,HR,Recruitment Specialist,81,71.0,84.44,4.0,75.07,52,3.8,18,No,0,75.7905,1.4164150943396225,76.0,Meets Expectations
499544,Anvi Butala,Sales,Account Manager,57,68.19,89.46,4.1,74.17,40,4.5,23,No,0,75.54499999999999,1.8090243902439025,90.0,Meets Expectations
330766,Navya Sant,Finance,Financial Analyst,100,88.8,91.37,3.1,91.07,43,3.0,19,No,0,85.96,2.0697727272727273,60.0,Exceeds Expectations
558287,Siya Wadhwa,Sales,Account Manager,94,79.82,92.1,4.6,75.01,45,3.3,2,No,0,81.8055,1.6306521739130435,65.99999999999999,Exceeds Expectations
618556,Rati Bir,Sales,Sales Executive,54,67.08,78.23,4.5,81.2,37,5.0,25,No,0,77.1325,2.136842105263158,100.0,Meets Expectations
892191,Sahil Ranganathan,Finance,Accountant,59,76.35,94.41,4.1,85.61,41,3.4,3,No,0,83.1475,2.038333333333333,68.0,Exceeds Expectations
992829,Nayantara Badami,Marketing,Content Strategist,78,81.63,84.16,3.7,95.73,53,4.5,6,No,0,85.79999999999998,1.7727777777777778,90.0,Exceeds Expectations
933322,Manikya Lala,HR,Recruitment Specialist,72,83.66,97.97,4.7,94.2,53,3.5,23,No,0,91.04649999999998,1.7444444444444445,70.0,Exceeds Expectations
197938,Vardaniya Saini,Sales,Account Manager,99,66.27,86.79,3.4,99.22,45,3.3,26,No,0,81.14,2.15695652173913,65.99999999999999,Exceeds Expectations
577031,Siya Wason,Finance,Accountant,91,64.0,75.04,3.6,72.37,51,3.4,29,No,0,69.7855,1.3917307692307692,68.0,Meets Expectations
681092,Samar Deshpande,Marketing,Content Strategist,88,60.13,95.92,4.8,81.69,48,3.8,12,No,0,78.42500000000001,1.667142857142857,76.0,Meets Expectations
241844,Aarush Anand,HR,Employee Relations,90,65.36,82.44,3.7,95.54,53,3.4,10,No,0,79.78099999999999,1.7692592592592593,68.0,Meets Expectations
246470,Riya Dash,HR,Employee Relations,67,62.21,98.71,4.0,87.38,46,4.7,20,No,0,79.163,1.8591489361702127,94.0,Meets Expectations
616652,Zaina Bhavsar,Finance,Auditor,95,65.52,78.55,3.6,81.16,37,3.7,19,No,0,73.92049999999999,2.1357894736842105,74.0,Meets Expectations
653355,Ela D’Alia,Sales,Sales Executive,55,94.08,90.09,4.9,96.42,36,3.3,13,No,0,94.88850000000001,2.605945945945946,65.99999999999999,Exceeds Expectations
434717,Miraan Seshadri,IT,Data Analyst,71,67.27,99.13,4.2,71.87,49,3.1,3,No,0,76.1685,1.4374,62.0,Meets Expectations
591325,Lakshit Banerjee,IT,Data Analyst,50,94.98,88.3,4.5,70.88,43,3.9,3,No,0,84.796,1.6109090909090908,78.0,Exceeds Expectations
110370,Kavya Joshi,Sales,Business Development,51,90.44,99.88,4.1,89.17,50,4.6,17,No,0,90.14549999999998,1.7484313725490197,92.0,Exceeds Expectations
102004,Tiya Doshi,IT,Data Analyst,78,86.84,92.39,3.3,87.05,37,4.2,20,No,0,84.62,2.2907894736842103,84.00000000000001,Exceeds Expectations
382404,Zara Borah,Finance,Accountant,79,70.94,80.52,4.3,97.75,46,3.3,7,No,0,84.01950000000001,2.0797872340425534,65.99999999999999,Exceeds Expectations
411592,Kabir Rajan,HR,HR Manager,76,75.33,82.59,4.4,85.34,46,3.9,13,No,0,81.823,1.815744680851064,78.0,Exceeds Expectations
564424,Himmat Apte,Marketing,Marketing Executive,71,68.87,84.24,3.7,82.45,53,4.3,12,No,0,76.698,1.526851851851852,86.0,Meets Expectations
506722,Tushar Ganesh,Finance,Financial Analyst,54,76.18,96.49,3.9,90.65,45,4.6,19,No,0,84.56400000000001,1.9706521739130436,92.0,Exceeds Expectations
314720,Divit Kapur,Sales,Account Manager,55,79.33,95.0,4.3,80.45,48,3.4,23,No,0,83.07300000000001,1.6418367346938776,68.0,Exceeds Expectations
746048,Sana Toor,Marketing,Marketing Executive,53,62.73,75.98,3.1,91.11,41,4.9,6,No,0,74.541,2.1692857142857145,98.00000000000001,Meets Expectations
486826,Darshit Saha,IT,Software Engineer,71,85.57,83.69,4.7,86.91,41,4.1,11,No,0,87.02149999999999,2.0692857142857144,82.0,Exceeds Expectations
207236,Ahana  Mane,Sales,Business Development,55,81.84,97.85,4.6,89.37,38,3.3,22,No,0,88.401,2.2915384615384617,65.99999999999999,Exceeds Expectations
684505,Manikya D’Alia,Finance,Auditor,76,67.53,90.51,3.7,85.38,47,3.7,8,No,0,78.195,1.7787499999999998,74.0,Meets Expectations
738017,Kaira Grover,HR,HR Manager,84,87.53,91.67,3.6,85.6,46,3.1,2,No,0,85.14599999999999,1.8212765957446808,62.0,Exceeds Expectations
260624,Samar Bhatnagar,Finance,Financial Analyst,75,92.76,83.76,4.7,73.44,50,5.0,23,No,0,84.834,1.44,100.0,Exceeds Expectations
423442,Onkar Sha,IT,Cybersecurity Specialist,54,74.6,86.92,4.3,76.44,42,3.1,28,No,0,78.80199999999999,1.7776744186046511,62.0,Meets Expectations
511897,Anya Raman,Finance,Accountant,51,76.63,88.95,4.1,96.74,37,4.7,0,No,0,86.32199999999999,2.5457894736842106,94.0,Exceeds Expectations
238458,Farhan Chandran,Finance,Financial Analyst,60,69.57,79.61,3.8,86.68,36,3.9,2,No,0,78.02900000000001,2.3427027027027028,78.0,Meets Expectations
400150,Renee Sant,Finance,Financial Analyst,88,68.9,94.72,4.9,93.28,54,4.0,25,No,0,85.671,1.696,80.0,Exceeds Expectations
641882,Kavya Desai,Finance,Accountant,57,84.28,89.75,4.2,96.56,51,3.6,16,No,0,89.3565,1.856923076923077,72.0,Exceeds Expectations
816666,Ela Chaudry,Sales,Sales Executive,77,64.3,92.03,4.2,98.39,35,4.8,18,No,0,83.34599999999999,2.7330555555555556,96.0,Exceeds Expectations
801023,Taimur Kar,Marketing,Content Strategist,55,88.27,79.05,3.1,75.58,42,4.5,20,No,0,78.505,1.7576744186046511,90.0,Meets Expectations
299648,Hazel Dugar,IT,Data Analyst,73,81.41,99.0,3.6,99.69,42,3.4,27,No,0,89.03499999999998,2.318372093023256,68.0,Exceeds Expectations
421407,Vaibhav Sekhon,Sales,Sales Executive,67,81.51,82.49,4.7,83.78,53,3.5,8,No,0,84.32499999999999,1.5514814814814815,70.0,Exceeds Expectations
712303,Ahana  Chowdhury,Marketing,Content Strategist,53,73.55,93.91,3.8,96.69,54,3.7,7,No,0,85.0705,1.758,74.0,Exceeds Expectations
890908,Nehmat Krishnan,Finance,Auditor,60,78.56,83.71,4.2,84.07,52,4.7,1,No,0,82.07699999999998,1.5862264150943395,94.0,Exceeds Expectations
331236,Shanaya Keer,Finance,Accountant,86,76.91,90.05,3.5,85.31,42,4.8,13,Yes,1,80.7845,1.983953488372093,96.0,Exceeds Expectations
663581,Siya Bora,Marketing,Marketing Executive,93,66.16,96.87,3.1,90.85,51,3.8,30,No,0,78.78399999999999,1.7471153846153844,76.0,Meets Expectations
226849,Kavya Yadav,Finance,Financial Analyst,51,76.49,76.33,3.5,98.13,38,4.6,7,No,0,83.06649999999999,2.516153846153846,92.0,Exceeds Expectations
315163,Mahika Upadhyay,Sales,Sales Executive,99,79.0,75.66,4.3,81.53,47,3.2,12,No,0,80.4345,1.6985416666666666,64.0,Exceeds Expectations
184662,Baiju Guha,Sales,Business Development,62,75.26,77.59,4.3,90.19,45,4.4,4,No,0,82.446,1.9606521739130434,88.00000000000001,Exceeds Expectations
114390,Saksham Tandon,IT,Software Engineer,64,91.63,86.55,3.0,82.98,40,4.6,12,No,0,83.09599999999999,2.0239024390243903,92.0,Exceeds Expectations
415417,Pihu Behl,IT,Software Engineer,97,72.41,97.63,4.4,81.28,38,3.3,4,No,0,81.636,2.0841025641025643,65.99999999999999,Exceeds Expectations
619849,Navya Barad,Sales,Sales Executive,65,91.81,77.99,3.5,78.09,35,4.8,26,No,0,81.6635,2.169166666666667,96.0,Exceeds Expectations
314472,Suhana Hans,Finance,Accountant,72,77.95,79.33,4.0,91.85,35,5.0,8,No,0,83.3295,2.551388888888889,100.0,Exceeds Expectations
982874,Yuvraj  Chauhan,Finance,Financial Analyst,68,75.02,90.27,3.4,75.58,38,4.3,15,No,0,76.45049999999999,1.9379487179487178,86.0,Meets Expectations
257706,Sana Chaudhari,HR,HR Manager,52,88.75,81.52,3.5,97.35,49,5.0,23,No,0,87.86299999999999,1.9469999999999998,100.0,Exceeds Expectations
675227,Amani Walia,Finance,Accountant,51,61.18,80.95,4.2,97.5,53,3.7,30,No,0,80.28049999999999,1.8055555555555556,74.0,Exceeds Expectations
405565,Krish Sehgal,IT,Software Engineer,58,84.83,75.55,4.2,98.17,39,4.0,11,No,0,87.98249999999999,2.45425,80.0,Exceeds Expectations
845621,Navya Kar,HR,Employee Relations,84,85.09,78.46,3.1,79.7,53,3.0,0,No,0,78.74549999999999,1.475925925925926,60.0,Meets Expectations
633964,Jayan Sawhney,Finance,Financial Analyst,80,73.73,82.65,4.4,79.64,52,5.0,28,No,0,79.277,1.5026415094339622,100.0,Meets Expectations
161961,Arhaan Chaudhari,Finance,Auditor,66,79.46,96.0,4.4,88.65,48,3.5,1,No,0,86.43849999999999,1.8091836734693878,70.0,Exceeds Expectations
573316,Taran Karnik,IT,Software Engineer,82,72.03,86.55,3.7,93.19,42,4.5,21,No,0,81.9095,2.167209302325581,90.0,Exceeds Expectations
616877,Anahita Tripathi,IT,Software Engineer,55,84.68,90.22,4.2,95.62,46,4.7,2,No,0,89.238,2.034468085106383,94.0,Exceeds Expectations
811762,Renee Mannan,Sales,Account Manager,73,64.94,85.36,4.6,73.06,39,4.1,24,No,0,74.904,1.8265,82.0,Meets Expectations
186662,Sumer Master,HR,Employee Relations,56,92.59,99.99,4.9,93.97,36,4.7,25,No,0,94.99449999999999,2.53972972972973,94.0,Exceeds Expectations
985305,Nakul Kapoor,Sales,Account Manager,95,70.46,92.47,3.5,80.24,54,4.0,30,No,0,77.1155,1.4589090909090907,80.0,Meets Expectations
533315,Azad Tiwari,Sales,Account Manager,85,88.45,84.48,3.9,88.46,46,3.4,25,No,0,86.2905,1.882127659574468,68.0,Exceeds Expectations
723420,Dhanuk Jain,Marketing,Marketing Executive,83,60.93,94.03,4.9,77.45,38,3.7,27,No,0,77.2375,1.985897435897436,74.0,Meets Expectations
667843,Advik Gala,Sales,Sales Executive,75,77.41,80.85,3.9,76.83,39,3.4,4,No,0,77.8115,1.92075,68.0,Meets Expectations
472796,Sahil Sunder,Marketing,Marketing Executive,94,64.77,76.19,3.9,90.59,35,4.1,22,Yes,1,77.5045,2.516388888888889,82.0,Meets Expectations
959539,Arnav Dixit,IT,Software Engineer,58,77.94,87.9,3.3,82.79,36,4.9,17,No,0,79.3405,2.237567567567568,98.00000000000001,Meets Expectations
130745,Manjari Agrawal,IT,Cybersecurity Specialist,99,86.4,89.54,3.2,85.66,52,3.3,24,No,0,83.252,1.6162264150943395,65.99999999999999,Exceeds Expectations
228663,Indrans Mall,Finance,Accountant,90,88.89,89.48,3.9,81.52,38,4.0,4,No,0,84.7655,2.0902564102564103,80.0,Exceeds Expectations
271632,Samaira Kashyap,Sales,Sales Executive,54,70.85,87.23,4.8,90.04,44,3.3,22,No,0,83.79599999999999,2.000888888888889,65.99999999999999,Exceeds Expectations
571695,Gatik Raj,Marketing,SEO Specialist,57,76.97,94.5,4.3,77.41,47,4.6,9,No,0,81.108,1.6127083333333332,92.0,Exceeds Expectations
964277,Rhea Dara,Finance,Accountant,93,90.78,82.06,4.2,90.52,35,4.1,18,Yes,1,88.36399999999999,2.5144444444444445,82.0,Exceeds Expectations
243975,Tejas Chandran,Marketing,Marketing Executive,57,81.42,78.67,3.3,75.53,54,3.4,25,No,0,76.63300000000001,1.3732727272727272,68.0,Meets Expectations
450629,Zaina Rau,IT,Data Analyst,86,62.69,89.06,4.5,99.93,45,4.5,4,Yes,1,83.776,2.1723913043478262,90.0,Exceeds Expectations
680706,Siya Sura,Finance,Financial Analyst,93,63.82,80.58,4.4,81.8,54,3.2,17,No,0,76.254,1.4872727272727273,64.0,Meets Expectations
345340,Ehsaan Gara,Sales,Account Manager,73,92.07,91.58,4.3,82.73,45,4.4,20,No,0,87.81700000000001,1.7984782608695653,88.00000000000001,Exceeds Expectations
785165,Nayantara Reddy,Sales,Account Manager,61,85.01,80.6,4.8,72.42,41,3.1,14,No,0,81.59049999999999,1.7242857142857144,62.0,Exceeds Expectations
335553,Ishaan Ravel,IT,Software Engineer,58,87.52,95.73,3.8,87.79,52,3.6,12,No,0,87.11800000000001,1.6564150943396228,72.0,Exceeds Expectations
627046,Jiya Krishna,IT,Cybersecurity Specialist,72,77.14,87.91,3.7,81.63,38,4.3,30,No,0,79.85599999999998,2.093076923076923,86.0,Meets Expectations
482010,Adah Tandon,Finance,Accountant,54,65.69,96.56,3.5,98.3,35,3.1,10,No,0,82.38049999999998,2.7305555555555556,62.0,Exceeds Expectations
850939,Tara Ramachandran,Sales,Business Development,56,70.9,86.6,3.4,83.26,51,3.2,18,No,0,77.146,1.6011538461538461,64.0,Meets Expectations
932001,Hrishita Chawla,Finance,Auditor,55,80.49,89.74,4.0,94.97,37,4.1,8,No,0,86.87199999999999,2.4992105263157893,82.0,Exceeds Expectations
173989,Siya Manne,IT,Cybersecurity Specialist,96,61.5,98.13,4.0,85.17,39,3.7,17,No,0,78.054,2.12925,74.0,Meets Expectations
340732,Divij Lal,Marketing,SEO Specialist,59,74.05,76.52,3.9,76.26,49,4.7,15,No,0,75.78649999999999,1.5252000000000001,94.0,Meets Expectations
800277,Dhruv Bains,Finance,Accountant,99,77.66,80.18,4.8,87.85,54,4.3,13,Yes,1,84.3555,1.5972727272727272,86.0,Exceeds Expectations
436324,Aaina Sahota,HR,Employee Relations,100,76.96,77.9,4.5,83.25,50,3.5,15,No,0,81.2585,1.6323529411764706,70.0,Exceeds Expectations
929892,Pihu Mannan,Marketing,Content Strategist,58,67.92,90.54,4.2,96.22,55,3.1,25,No,0,83.63,1.7182142857142857,62.0,Exceeds Expectations
889952,Yuvaan Walia,HR,Recruitment Specialist,80,86.33,80.76,4.3,80.88,38,4.1,0,No,0,83.53750000000001,2.0738461538461537,82.0,Exceeds Expectations
556253,Azad Bhatia,HR,Employee Relations,80,77.85,87.13,4.8,76.93,47,4.4,22,No,0,81.64249999999998,1.6027083333333334,88.00000000000001,Exceeds Expectations
