Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,TrainingSuccess,CostPerTrainingDay,OverallSatisfactionIndex
2239,2023-03-10,IT Manager - DB,SVG,Active,Full-Time,Zone C,Part-Time,IT/IS,Catv,1962-11-12,MA,Male,Asian,Divorced,Fully Meets,5,2022-12-31,1,3,4,2023-04-11,Technical Skills,Internal,Passed,4,273.84,61,1,66.79024390243903,2.6666666666666665
2240,2018-12-05,IT Support,SVG,Active,Part-Time,Zone B,Part-Time,IT/IS,Finance & Accounting,1997-11-28,MA,Female,Hispanic,Married,Fully Meets,2,2022-08-22,2,4,5,2023-03-17,Communication Skills,Internal,Incomplete,4,980.41,21,0,239.12439024390244,3.6666666666666665
2241,2021-06-24,IT Support,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Technology / It,1981-01-06,MA,Female,Hispanic,Married,Fully Meets,2,2023-01-30,4,4,4,2023-01-26,Communication Skills,External,Failed,5,834.95,40,0,163.71568627450984,4.0
2242,2022-05-10,IT Support,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,1994-03-29,MA,Female,Hispanic,Married,Fully Meets,4,2023-02-26,3,2,4,2022-12-17,Project Management,External,Failed,1,627.11,28,0,570.1,3.0
2243,2023-04-13,IT Support,TNS,Active,Full-Time,Zone A,Part-Time,IT/IS,Finance & Accounting,1954-07-20,CT,Female,Other,Married,Fully Meets,4,2023-06-26,1,3,5,2022-12-30,Leadership Development,External,Passed,4,242.22,69,1,59.07804878048781,3.0
2244,2022-08-04,IT Manager - Support,PYZ,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,1949-08-12,CT,Female,Other,Married,Fully Meets,4,2023-01-03,4,2,1,2022-12-14,Leadership Development,Internal,Passed,2,804.01,73,1,382.8619047619047,2.3333333333333335
2245,2021-02-28,IT Manager - Infra,WBL,Active,Part-Time,Zone C,Part-Time,IT/IS,Engineers,1946-09-15,MA,Male,Black,Divorced,Fully Meets,5,2023-08-07,2,4,4,2023-04-04,Project Management,Internal,Incomplete,1,968.2,75,0,880.1818181818181,3.3333333333333335
2246,2020-10-14,IT Manager - DB,NEL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,1973-11-22,MA,Male,White,Divorced,Fully Meets,4,2023-03-20,3,4,5,2023-02-10,Project Management,Internal,Completed,2,364.36,47,1,173.5047619047619,4.0
2247,2018-09-10,IT Support,SVG,Active,Part-Time,Zone B,Temporary,IT/IS,Fielders,1983-10-04,MA,Female,Hispanic,Widowed,Fully Meets,2,2023-02-16,3,4,4,2023-04-19,Communication Skills,External,Incomplete,3,803.16,35,0,259.0838709677419,3.6666666666666665
2248,2022-12-16,IT Support,EW,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,1999-12-17,MA,Female,Hispanic,Widowed,Fully Meets,2,2023-05-24,1,5,5,2023-03-29,Leadership Development,External,Incomplete,2,571.12,23,0,271.96190476190475,3.6666666666666665
2249,2018-09-28,IT Support,MSC,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,1994-07-11,MA,Female,Black,Divorced,Fully Meets,4,2023-05-29,3,5,5,2023-07-06,Customer Service,External,Failed,2,705.36,24,0,335.8857142857143,4.333333333333333
2250,2022-03-08,IT Support,TNS,Active,Contract,Zone C,Temporary,IT/IS,Aerial,1962-02-09,CT,Female,Asian,Married,Fully Meets,5,2023-05-29,4,2,1,2023-04-08,Communication Skills,Internal,Failed,5,565.78,60,0,110.93725490196078,2.3333333333333335
2251,2022-01-12,IT Manager - Support,PYZ,Active,Part-Time,Zone B,Temporary,IT/IS,Project Management - Con,1978-03-10,MA,Female,Hispanic,Divorced,Fully Meets,2,2022-09-18,4,4,4,2022-11-19,Technical Skills,External,Incomplete,5,593.14,44,0,116.30196078431374,4.0
2252,2020-12-08,IT Manager - Infra,WBL,Active,Contract,Zone B,Part-Time,IT/IS,Field Operations,1973-12-11,MA,Male,White,Widowed,Fully Meets,4,2022-09-28,1,3,3,2022-12-10,Communication Skills,Internal,Completed,1,648.23,47,1,589.3,2.3333333333333335
2253,2020-11-17,IT Support,PYZ,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,1982-05-02,MA,Female,Other,Single,Fully Meets,1,2023-06-26,5,1,2,2023-01-07,Communication Skills,External,Incomplete,1,426.97,38,0,388.1545454545454,2.6666666666666665
2254,2021-01-18,IT Support,SVG,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Sga,1957-10-27,MA,Female,Hispanic,Single,Fully Meets,2,2022-12-14,3,2,5,2022-11-20,Project Management,Internal,Failed,4,267.76,64,0,65.30731707317074,3.3333333333333335
2255,2020-09-15,IT Support,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Wireline Construction,1990-07-16,MA,Female,Hispanic,Single,Fully Meets,2,2023-12-05,1,4,4,2023-02-05,Customer Service,Internal,Completed,1,357.69,30,1,325.17272727272723,3.0
2256,2019-12-11,IT Support,WBL,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,1981-12-29,CT,Female,Asian,Widowed,Fully Meets,5,2023-07-14,5,5,4,2023-01-13,Leadership Development,Internal,Completed,1,312.42,38,1,284.0181818181818,4.666666666666667
2257,2021-04-29,IT Manager - Support,WBL,Active,Contract,Zone B,Full-Time,IT/IS,General - Eng,1988-10-22,MA,Male,White,Married,Fully Meets,2,2023-07-25,4,3,5,2023-03-25,Customer Service,External,Incomplete,2,456.3,33,0,217.28571428571428,4.0
2258,2021-04-03,IT Manager - Infra,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,Engineers,1999-02-20,MA,Male,White,Widowed,Fully Meets,2,2023-03-04,2,5,4,2023-07-03,Technical Skills,Internal,Failed,2,675.95,22,0,321.8809523809524,3.6666666666666665
2259,2022-02-01,IT Support,SVG,Active,Part-Time,Zone A,Temporary,IT/IS,General - Eng,1961-03-24,MA,Female,Hispanic,Divorced,Fully Meets,1,2023-09-01,1,2,5,2023-05-03,Communication Skills,External,Failed,3,754.61,61,0,243.42258064516128,2.6666666666666665
2260,2020-01-17,IT Support,EW,Active,Part-Time,Zone B,Temporary,IT/IS,Engineers,1992-10-21,MA,Female,Hispanic,Widowed,Fully Meets,1,2023-05-08,3,1,4,2022-08-23,Customer Service,Internal,Incomplete,2,377.64,28,0,179.82857142857142,2.6666666666666665
2261,2022-06-01,IT Support,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Wireline Construction,1958-01-06,CT,Female,Black,Divorced,Fully Meets,2,2022-11-17,2,1,5,2023-06-04,Project Management,External,Failed,3,647.41,64,0,208.84193548387094,2.6666666666666665
2262,2019-03-17,IT Support,TNS,Active,Contract,Zone A,Temporary,IT/IS,Engineers,1950-03-10,CT,Female,Other,Divorced,Fully Meets,2,2023-04-27,4,4,3,2023-05-29,Communication Skills,External,Incomplete,3,122.43,69,0,39.49354838709677,3.6666666666666665
2263,2020-01-07,IT Manager - Support,PYZ,Active,Contract,Zone B,Temporary,IT/IS,General - Sga,1965-09-10,MA,Male,Hispanic,Single,Fully Meets,2,2022-11-28,3,1,4,2022-10-05,Project Management,Internal,Incomplete,5,662.94,55,0,129.98823529411766,2.6666666666666665
2264,2021-02-24,IT Manager - Infra,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Executive,1979-05-03,MA,Male,White,Single,Fully Meets,5,2022-08-11,1,2,3,2023-05-06,Communication Skills,External,Failed,3,465.3,42,0,150.09677419354838,2.0
2265,2019-12-30,IT Support,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,1944-12-30,MA,Female,Hispanic,Single,Fully Meets,1,2023-08-03,2,4,2,2022-11-23,Customer Service,Internal,Failed,4,680.88,75,0,166.06829268292685,2.6666666666666665
2266,2020-05-12,IT Support,EW,Active,Full-Time,Zone B,Temporary,IT/IS,Field Operations,1975-10-02,MA,Female,Other,Single,Fully Meets,5,2023-04-27,5,3,2,2022-10-23,Leadership Development,External,Completed,5,898.01,45,1,176.08039215686276,3.3333333333333335
2267,2023-04-04,IT Support,MSC,Active,Full-Time,Zone A,Part-Time,IT/IS,General - Con,1971-06-18,CT,Female,Hispanic,Divorced,Fully Meets,4,2023-09-03,1,3,3,2022-11-11,Technical Skills,Internal,Passed,1,518.79,52,1,471.62727272727267,2.3333333333333335
2268,2021-01-04,IT Support,TNS,Active,Contract,Zone C,Full-Time,IT/IS,General - Con,1963-06-08,CT,Male,White,Single,Fully Meets,2,2023-03-07,2,3,2,2022-11-26,Communication Skills,Internal,Failed,2,677.84,58,0,322.7809523809524,2.3333333333333335
2269,2020-04-28,IT Manager - Support,PYZ,Active,Full-Time,Zone C,Full-Time,IT/IS,Executive,1974-01-15,MA,Male,Hispanic,Divorced,Fully Meets,1,2023-02-14,5,5,1,2022-12-09,Technical Skills,Internal,Incomplete,1,109.33,46,0,99.39090909090908,3.6666666666666665
2270,2019-04-16,IT Support,PYZ,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,1952-09-19,MA,Female,Asian,Single,Fully Meets,4,2023-03-18,4,4,3,2023-05-11,Technical Skills,Internal,Passed,2,781.35,67,1,372.07142857142856,3.6666666666666665
2271,2022-07-09,IT Support,SVG,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,1996-07-20,MA,Female,Hispanic,Single,Fully Meets,2,2023-03-21,5,4,4,2023-02-02,Customer Service,Internal,Failed,4,632.57,26,0,154.28536585365856,4.333333333333333
2272,2022-08-29,IT Support,TNS,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,1987-04-04,CT,Female,Black,Divorced,Fully Meets,2,2022-05-08,5,5,3,2023-04-15,Communication Skills,Internal,Passed,5,233.42,35,1,45.76862745098039,4.333333333333333
2273,2020-01-26,IT Support,WBL,Active,Full-Time,Zone A,Part-Time,IT/IS,Project Management - Eng,1956-05-16,CT,Male,Other,Divorced,Fully Meets,4,2022-10-26,5,2,3,2023-04-01,Leadership Development,External,Passed,4,301.15,64,1,73.45121951219512,3.3333333333333335
2274,2020-02-18,IT Manager - Support,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Aerial,2000-01-23,MA,Male,Other,Widowed,Fully Meets,4,2022-08-13,2,5,1,2023-06-03,Customer Service,External,Failed,2,255.54,20,0,121.68571428571428,2.6666666666666665
2275,2022-01-25,Production Manager,EW,Active,Part-Time,Zone B,Full-Time,Production,Yard (Material Handling),1950-09-12,MA,Male,Asian,Married,Fully Meets,2,2022-10-24,5,4,3,2023-03-05,Technical Skills,External,Incomplete,5,138.4,72,0,27.137254901960787,4.0
2276,2023-07-10,Production Manager,TNS,Active,Full-Time,Zone B,Temporary,Production,Project Management - Con,1982-11-21,MA,Female,White,Divorced,Fully Meets,1,2022-09-16,5,2,2,2023-05-17,Customer Service,External,Completed,3,851.87,41,1,274.7967741935484,3.0
2277,2022-04-14,Production Manager,CCDR,Active,Contract,Zone B,Temporary,Production,Field Operations,1963-09-29,MA,Female,Hispanic,Widowed,Fully Meets,5,2022-11-25,3,4,4,2022-12-22,Communication Skills,Internal,Completed,3,592.23,59,1,191.04193548387096,3.6666666666666665
2278,2022-07-10,Production Manager,CCDR,Active,Part-Time,Zone B,Temporary,Production,Wireless,1963-05-27,MA,Female,White,Widowed,Fully Meets,4,2022-08-21,5,4,2,2023-03-05,Leadership Development,External,Completed,4,544.43,59,1,132.78780487804877,3.6666666666666665
2279,2022-06-27,Production Manager,EW,Active,Contract,Zone C,Full-Time,Production,Safety,1977-12-02,MA,Male,Other,Divorced,Fully Meets,1,2023-05-28,2,5,1,2023-03-23,Technical Skills,External,Passed,4,230.57,45,1,56.236585365853664,2.6666666666666665
2280,2018-12-04,Production Manager,PYZ,Terminated,Contract,Zone A,Temporary,Production,Catv,1985-06-03,MA,Female,White,Married,Fully Meets,4,2023-02-23,4,2,5,2023-04-05,Customer Service,External,Passed,3,493.98,33,1,159.3483870967742,3.6666666666666665
2281,2019-09-10,Production Manager,PL,Active,Full-Time,Zone C,Full-Time,Production,Field Operations,1998-12-09,MA,Male,Hispanic,Single,Fully Meets,4,2022-09-24,1,4,2,2022-11-29,Technical Skills,Internal,Failed,4,761.7,21,0,185.78048780487808,2.3333333333333335
2282,2019-04-25,Production Manager,PL,Active,Part-Time,Zone A,Full-Time,Production,Fielders,1967-07-28,MA,Male,Asian,Single,Fully Meets,4,2022-02-11,1,5,3,2022-10-20,Leadership Development,External,Incomplete,5,454.55,52,0,89.12745098039217,3.0
2283,2018-10-03,Shared Services Manager,WBL,Terminated,Part-Time,Zone B,Temporary,Admin Offices,Field Operations,1961-12-17,MA,Male,White,Single,Fully Meets,4,2022-10-20,4,2,1,2023-04-23,Leadership Development,External,Failed,1,183.88,57,0,167.16363636363636,2.3333333333333335
2284,2022-06-14,CIO,EW,Active,Part-Time,Zone C,Part-Time,IT/IS,Wireline Construction,1960-09-23,MA,Female,Other,Widowed,Fully Meets,2,2022-11-10,1,4,4,2023-07-09,Technical Skills,External,Passed,3,839.16,62,1,270.6967741935484,3.0
2285,2022-02-15,Production Manager,BPC,Active,Full-Time,Zone C,Temporary,Production,Project Management - Con,1971-05-28,MA,Male,Other,Single,Fully Meets,5,2023-05-22,4,3,3,2022-12-02,Customer Service,Internal,Completed,4,679.57,51,1,165.7487804878049,3.3333333333333335
2286,2018-09-24,Production Manager,NEL,Active,Contract,Zone B,Temporary,Production,General - Eng,1981-10-10,MA,Male,Black,Divorced,Fully Meets,2,2023-01-20,4,4,4,2022-09-27,Project Management,External,Failed,5,107.64,37,0,21.10588235294118,4.0
2287,2022-03-09,Production Manager,PYZ,Active,Contract,Zone B,Part-Time,Production,General - Con,1961-03-20,MA,Female,White,Single,Fully Meets,2,2022-11-11,4,4,2,2023-03-29,Communication Skills,Internal,Passed,4,560.64,61,1,136.74146341463415,3.3333333333333335
2288,2018-11-07,Production Manager,NEL,Active,Full-Time,Zone A,Temporary,Production,Fielders,1984-09-09,MA,Female,Black,Divorced,Fully Meets,5,2023-09-07,5,1,4,2022-09-25,Communication Skills,Internal,Failed,2,187.85,34,0,89.45238095238095,3.3333333333333335
2289,2019-08-31,Shared Services Manager,BPC,Active,Full-Time,Zone A,Part-Time,Admin Offices,Field Operations,1962-05-03,MA,Male,White,Single,Fully Meets,4,2023-12-03,2,5,3,2023-06-14,Technical Skills,External,Completed,3,353.58,57,1,114.05806451612902,3.3333333333333335
2290,2020-11-27,Director of Sales,EW,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,1942-04-16,RI,Female,Hispanic,Widowed,Fully Meets,2,2023-04-14,4,1,3,2023-04-23,Communication Skills,Internal,Failed,4,575.55,78,0,140.3780487804878,2.6666666666666665
2291,2020-07-07,Director of Operations,NEL,Active,Contract,Zone B,Part-Time,Production,General - Con,1985-02-17,MA,Female,Black,Married,Fully Meets,4,2022-08-20,3,4,1,2023-07-01,Project Management,Internal,Incomplete,5,973.53,35,0,190.88823529411766,2.6666666666666665
2292,2020-01-11,Production Manager,TNS,Active,Contract,Zone C,Temporary,Production,Aerial,1963-07-04,MA,Male,White,Widowed,Fully Meets,2,2022-11-15,5,1,1,2023-03-11,Communication Skills,External,Completed,3,894.38,57,1,288.50967741935483,2.3333333333333335
2293,2020-06-15,Production Manager,CCDR,Active,Contract,Zone B,Full-Time,Production,Field Operations,1998-01-04,MA,Male,Other,Single,Fully Meets,2,2023-06-19,5,3,1,2023-04-17,Project Management,Internal,Failed,1,510.67,22,0,464.24545454545455,3.0
2294,2020-10-10,Production Manager,PYZ,Active,Contract,Zone A,Part-Time,Production,Field Operations,1975-03-12,MA,Male,Black,Single,Fully Meets,4,2022-08-30,4,4,4,2023-04-09,Communication Skills,External,Failed,1,261.17,45,0,237.42727272727274,4.0
2295,2022-05-19,Production Manager,SVG,Active,Full-Time,Zone B,Temporary,Production,Field Operations,1999-01-25,MA,Female,Asian,Divorced,Fully Meets,5,2022-11-26,3,5,4,2022-11-12,Communication Skills,Internal,Passed,5,448.38,23,1,87.91764705882353,4.0
2296,2021-08-25,Production Manager,TNS,Active,Full-Time,Zone B,Temporary,Production,Field Operations,1973-04-18,MA,Female,Hispanic,Divorced,Fully Meets,1,2023-06-15,4,4,5,2022-11-09,Technical Skills,Internal,Passed,4,808.77,48,1,197.26097560975612,4.333333333333333
2297,2018-12-18,Production Manager,WBL,Terminated,Part-Time,Zone C,Full-Time,Production,Aerial,1958-09-23,MA,Female,Black,Single,Fully Meets,2,2022-09-14,5,4,1,2022-12-28,Leadership Development,Internal,Completed,5,691.71,60,1,135.6294117647059,3.3333333333333335
2298,2023-08-05,Production Manager,WBL,Active,Full-Time,Zone B,Full-Time,Production,Field Operations,1958-04-27,MA,Female,Other,Married,Fully Meets,4,2022-04-11,3,2,1,2023-03-02,Communication Skills,External,Failed,1,145.08,65,0,131.8909090909091,2.0
2299,2022-04-13,Production Manager,TNS,Active,Part-Time,Zone A,Temporary,Production,Field Operations,1942-02-24,MA,Female,Asian,Married,Fully Meets,2,2022-08-18,2,1,2,2023-04-13,Customer Service,External,Failed,4,922.03,80,0,224.88536585365856,1.6666666666666667
2300,2020-09-26,Production Manager,SVG,Active,Full-Time,Zone A,Full-Time,Production,Underground,1947-04-09,MA,Female,Black,Single,Fully Meets,5,2022-08-10,5,1,2,2022-09-27,Customer Service,External,Completed,2,668.1,73,1,318.14285714285717,2.6666666666666665
2301,2021-02-12,Production Manager,PYZ,Active,Part-Time,Zone C,Temporary,Production,Underground,1946-12-08,MA,Female,Asian,Single,Fully Meets,1,2023-07-26,3,1,4,2023-02-27,Technical Skills,Internal,Incomplete,4,475.03,75,0,115.8609756097561,2.6666666666666665
2302,2019-01-02,Production Manager,PL,Terminated,Contract,Zone C,Temporary,Production,Wireline Construction,1988-11-28,MA,Female,Hispanic,Married,Fully Meets,4,2023-12-04,2,5,3,2023-03-11,Project Management,Internal,Passed,2,173.45,31,1,82.59523809523809,3.3333333333333335
2303,2019-10-26,Production Manager,NEL,Terminated,Contract,Zone C,Temporary,Production,Field Operations,1957-12-27,MA,Female,Black,Divorced,Fully Meets,5,2023-01-02,5,5,1,2023-01-13,Customer Service,External,Passed,2,813.39,62,1,387.3285714285714,3.6666666666666665
2304,2021-04-11,President & CEO,MSC,Active,Full-Time,Zone B,Part-Time,Production,General - Con,1957-04-21,MA,Female,White,Divorced,Fully Meets,2,2023-06-29,5,1,2,2022-10-19,Customer Service,Internal,Passed,5,759.9,64,1,149.0,2.6666666666666665
2305,2019-12-11,Network Engineer,EW,Active,Part-Time,Zone A,Full-Time,Production,Field Operations,1970-03-10,MA,Female,White,Divorced,Fully Meets,2,2023-05-26,4,5,5,2023-04-24,Communication Skills,External,Incomplete,2,933.39,49,0,444.47142857142853,4.666666666666667
2306,2020-10-21,Network Engineer,CCDR,Active,Part-Time,Zone B,Full-Time,Production,Project Management - Con,1999-06-11,MA,Male,Hispanic,Married,Fully Meets,1,2023-04-25,3,4,3,2023-02-28,Communication Skills,External,Failed,2,217.33,21,0,103.49047619047619,3.3333333333333335
2307,2020-05-08,Network Engineer,BPC,Active,Part-Time,Zone C,Part-Time,Executive Office,Project Management - Con,1988-05-05,MA,Male,Asian,Single,Fully Meets,2,2023-07-22,5,2,3,2023-05-21,Customer Service,Internal,Passed,2,856.15,32,1,407.69047619047615,3.3333333333333335
2308,2022-05-24,Data Analyst,EW,Active,Full-Time,Zone A,Full-Time,Production,Field Operations,1999-09-05,MA,Male,Other,Divorced,Fully Meets,5,2023-11-03,1,2,3,2022-09-08,Communication Skills,Internal,Completed,4,751.86,23,1,183.38048780487807,2.0
2309,2019-06-05,Data Analyst,CCDR,Active,Part-Time,Zone A,Part-Time,Production,General - Con,1991-07-04,MA,Male,Hispanic,Widowed,Fully Meets,2,2023-03-01,2,5,5,2023-07-20,Communication Skills,Internal,Incomplete,1,309.24,28,0,281.1272727272727,4.0
2310,2022-04-21,Data Analyst,BPC,Active,Part-Time,Zone B,Part-Time,Production,Fielders,1983-11-21,MA,Male,Hispanic,Single,Fully Meets,5,2022-04-10,4,1,3,2022-12-27,Leadership Development,Internal,Incomplete,4,581.95,39,0,141.93902439024393,2.6666666666666665
2311,2019-12-10,Data Analyst,PYZ,Active,Part-Time,Zone A,Full-Time,Production,Field Operations,1971-03-25,MA,Female,Black,Divorced,Fully Meets,2,2023-03-15,5,3,2,2023-04-04,Leadership Development,External,Passed,5,616.43,48,1,120.86862745098038,3.3333333333333335
2312,2019-11-26,Data Analyst,WBL,Active,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,1951-11-12,MA,Male,Asian,Widowed,Fully Meets,4,2023-02-04,1,4,3,2023-01-06,Leadership Development,Internal,Completed,3,623.75,68,1,201.20967741935485,2.6666666666666665
2313,2021-09-13,Data Analyst,NEL,Active,Part-Time,Zone C,Full-Time,IT/IS,Shop (Fleet),2000-10-30,MA,Male,Asian,Divorced,Fully Meets,2,2023-04-04,5,2,3,2023-02-04,Project Management,External,Passed,1,802.99,21,1,729.990909090909,3.3333333333333335
2314,2019-08-19,Data Analyst,PL,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,1961-10-18,MA,Female,Asian,Married,Fully Meets,1,2023-06-23,4,1,3,2022-11-18,Communication Skills,External,Failed,1,725.98,58,0,659.9818181818182,2.6666666666666665
2315,2022-06-12,Production Manager,CCDR,Active,Full-Time,Zone A,Full-Time,Production,Project Management - Con,1986-02-19,MA,Female,Other,Married,Fully Meets,4,2022-10-08,4,3,2,2022-12-05,Customer Service,External,Incomplete,1,252.59,36,0,229.62727272727273,3.0
2316,2021-07-21,Production Manager,SVG,Active,Full-Time,Zone B,Full-Time,Production,Field Operations,1973-09-29,MA,Male,Asian,Divorced,Fully Meets,2,2022-06-09,4,2,5,2023-05-23,Communication Skills,Internal,Failed,1,731.84,48,0,665.3090909090909,3.6666666666666665
2317,2020-11-13,Production Manager,EW,Active,Full-Time,Zone A,Temporary,Production,Yard (Material Handling),1944-06-16,MA,Female,Black,Single,Fully Meets,1,2023-07-02,2,2,1,2023-02-09,Customer Service,External,Failed,1,787.01,76,0,715.4636363636363,1.6666666666666667
2318,2022-02-20,Production Manager,MSC,Active,Part-Time,Zone A,Temporary,Production,Field Operations,1957-03-25,MA,Female,White,Widowed,Fully Meets,2,2022-12-20,2,1,5,2023-06-22,Communication Skills,External,Incomplete,2,303.8,65,0,144.66666666666666,2.6666666666666665
2319,2019-03-28,Production Manager,TNS,Terminated,Contract,Zone A,Part-Time,Production,General - Sga,1983-02-18,MA,Female,White,Widowed,Fully Meets,5,2023-03-29,5,4,3,2022-12-21,Customer Service,Internal,Passed,3,832.15,36,1,268.43548387096774,4.0
2320,2022-10-26,Production Manager,PYZ,Terminated,Part-Time,Zone A,Full-Time,Production,Fielders,1964-09-09,MA,Female,White,Single,Fully Meets,4,2023-12-02,5,1,3,2023-07-25,Communication Skills,External,Incomplete,5,509.71,58,0,99.94313725490197,3.0
2321,2023-05-10,Production Manager,WBL,Active,Full-Time,Zone C,Full-Time,Production,Field Operations,1951-08-21,MA,Female,Black,Divorced,Fully Meets,2,2022-07-11,4,2,5,2022-09-06,Communication Skills,Internal,Incomplete,3,781.95,72,0,252.24193548387098,3.6666666666666665
2322,2022-09-01,Production Manager,NEL,Active,Contract,Zone C,Part-Time,Production,Field Operations,1963-04-27,MA,Female,Asian,Divorced,Fully Meets,5,2022-08-20,4,3,4,2023-03-04,Communication Skills,Internal,Completed,3,178.4,59,1,57.54838709677419,3.6666666666666665
2323,2021-04-21,Production Manager,PL,Active,Part-Time,Zone C,Temporary,Production,Project Management - Con,1959-05-07,MA,Female,Asian,Divorced,Fully Meets,5,2022-11-21,2,1,3,2022-12-30,Project Management,External,Incomplete,3,964.4,62,0,311.09677419354836,2.0
2324,2021-07-23,Production Manager,BPC,Terminated,Part-Time,Zone A,Temporary,Production,General - Con,1996-07-17,MA,Female,Black,Widowed,Fully Meets,4,2023-06-24,1,2,4,2023-04-29,Communication Skills,External,Incomplete,1,299.75,25,0,272.5,2.3333333333333335
2325,2020-12-29,Production Manager,CCDR,Active,Part-Time,Zone A,Temporary,Production,Field Operations,1999-10-20,MA,Female,Asian,Divorced,Fully Meets,1,2022-12-27,4,4,1,2023-01-04,Project Management,Internal,Completed,2,745.68,21,1,355.08571428571423,3.0
2326,2022-08-08,President & CEO,SVG,Active,Contract,Zone A,Temporary,Production,Project Management - Con,1947-11-19,MA,Female,Black,Single,Fully Meets,2,2023-04-19,3,1,4,2023-01-06,Customer Service,External,Completed,5,263.21,75,1,51.60980392156863,2.6666666666666665
2327,2020-07-30,Network Engineer,EW,Active,Full-Time,Zone A,Part-Time,Production,Field Operations,1971-11-27,MA,Male,Black,Married,Fully Meets,4,2023-03-29,4,1,2,2022-10-20,Customer Service,External,Incomplete,1,802.98,49,0,729.9818181818181,2.3333333333333335
2328,2019-03-18,Network Engineer,MSC,Active,Full-Time,Zone B,Part-Time,Production,General - Con,1980-05-26,MA,Male,Asian,Divorced,Fully Meets,4,2022-02-09,1,4,3,2023-03-01,Communication Skills,Internal,Passed,3,960.9,39,1,309.96774193548384,2.6666666666666665
2329,2019-07-25,Network Engineer,TNS,Active,Full-Time,Zone A,Full-Time,Executive Office,Aerial,1962-10-26,MA,Male,Asian,Single,Fully Meets,2,2022-02-09,2,3,1,2023-01-21,Leadership Development,External,Incomplete,2,209.86,57,0,99.93333333333334,2.0
2330,2021-10-16,Data Analyst,SVG,Active,Full-Time,Zone C,Part-Time,Production,Executive,1957-12-13,MA,Male,Other,Married,Fully Meets,2,2022-11-09,3,4,5,2023-03-21,Customer Service,Internal,Passed,2,942.81,64,1,448.9571428571428,4.0
2331,2019-12-06,Data Analyst,TNS,Active,Contract,Zone C,Part-Time,Production,Wireline Construction,1952-02-14,MA,Male,Black,Divorced,Fully Meets,1,2022-11-12,2,5,3,2023-01-16,Technical Skills,Internal,Failed,3,108.2,67,0,34.903225806451616,3.3333333333333335
2332,2019-06-29,Data Analyst,WBL,Active,Contract,Zone C,Full-Time,Production,Fielders,1971-08-21,MA,Male,White,Widowed,Fully Meets,4,2022-02-11,1,1,1,2022-11-29,Communication Skills,Internal,Completed,3,144.68,48,1,46.670967741935485,1.0
2333,2019-04-03,Data Analyst,BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Yard (Material Handling),1951-07-19,MA,Female,Asian,Divorced,Fully Meets,1,2023-04-19,5,4,2,2023-04-01,Technical Skills,Internal,Failed,4,769.76,68,0,187.74634146341464,3.6666666666666665
2334,2021-07-21,Data Analyst,CCDR,Active,Contract,Zone A,Temporary,IT/IS,Engineers,1983-02-19,MA,Male,Asian,Single,Fully Meets,4,2022-01-12,3,3,5,2023-03-21,Project Management,Internal,Failed,5,860.16,38,0,168.65882352941176,3.6666666666666665
2335,2022-07-27,Data Analyst,EW,Active,Full-Time,Zone C,Temporary,IT/IS,General - Con,1944-11-19,MA,Male,White,Divorced,Fully Meets,4,2023-03-24,1,5,5,2022-09-01,Communication Skills,Internal,Completed,4,957.24,78,1,233.47317073170734,3.6666666666666665
2336,2019-10-06,Production Manager,CCDR,Active,Contract,Zone A,Full-Time,Production,General - Con,1984-06-05,MA,Female,Other,Single,Fully Meets,4,2022-10-08,5,1,5,2023-02-06,Communication Skills,External,Completed,3,301.03,35,1,97.10645161290321,3.6666666666666665
